User_id,Product,Count
1,shoes,7
1,shirt,4
1,jeans,3
1,pants,7
1,kurta,4
1,salwar,4
1,dress,5
1,mobile,4
1,earbuds,4
1,cars,35
1,charger,2
1,mouse,4
1,laptop,10
1,OLED,2
1,LCD,2
1,USB,2
1,engines,2
1,mileage,4
1,interior,3
1,airbags,3
1,diesel,3
1,petrol,2
1,electric,3
1,brake,2
1,classic,1
1,vintage,2
1,sports,2
1,keyboard,3
